movement_label,movement_fraction,movement_frequency,movement_duration,movement_intervels,gender,group,group_id
left_turning,7.226217140162679,73.0,40.277846575342465,1143.6838208333334,female,Night_Light-on,3
right_turning,1.1994577390074266,17.0,23.53894117647059,4637.2180375,female,Night_Light-on,3
walking,11.151715195096076,94.0,37.160640425531916,887.1012419354839,female,Night_Light-on,3
stepping,1.8772839797241543,21.0,31.270661904761905,4243.506375,female,Night_Light-on,3
sniffing,25.80749734763645,145.0,60.53586275862069,559.0307416666666,female,Night_Light-on,3
rising,12.852174938111515,103.0,43.120273786407765,830.3346735294117,female,Night_Light-on,3
hunching,2.950017682423671,23.0,42.165734782608695,3430.194868181819,female,Night_Light-on,3
rearing,9.091712837439585,54.0,54.98210185185185,1557.117603773585,female,Night_Light-on,3
climbing,9.743015442650007,71.0,44.70400985915493,1167.1815771428571,female,Night_Light-on,3
jumping,0.0,0.0,0.0,0.0,female,Night_Light-on,3
grooming,11.838382647648238,38.0,107.55865,2075.6338675675674,female,Night_Light-on,3
scratching,0.0,0.0,0.0,0.0,female,Night_Light-on,3
pausing,0.44500766238359074,1.0,151.0,0.0,female,Night_Light-on,3
running,1.6641802561860177,31.0,21.067767741935484,2819.975156666667,female,Morning_Light-on,1
trotting,4.537270435722003,72.0,26.093205555555556,1139.5330014084507,female,Morning_Light-on,1
left_turning,7.021966150522147,83.0,32.96981807228915,1056.5476463414634,female,Morning_Light-on,1
right_turning,3.197180924944699,51.0,27.66632549019608,1520.382756,female,Morning_Light-on,1
walking,18.38829157878492,193.0,36.62119585492228,426.01095729166667,female,Morning_Light-on,1
stepping,5.270332836051237,55.0,36.61529090909091,1559.6016962962963,female,Morning_Light-on,1
sniffing,25.79350789649673,189.0,52.4327746031746,422.4231414893618,female,Morning_Light-on,1
rising,8.405782190441895,94.0,34.290772340425534,912.1178290322581,female,Morning_Light-on,1
hunching,1.9959874479139872,27.0,28.595340740740742,3250.9988307692306,female,Morning_Light-on,1
rearing,5.550697052317506,34.0,62.74624411764706,2514.5312636363637,female,Morning_Light-on,1
climbing,12.763002212047944,84.0,57.243357142857135,993.4456795180723,female,Morning_Light-on,1
jumping,0.005144297546170071,0.0,0.0,0.0,female,Morning_Light-on,1
grooming,4.887082668861567,23.0,87.0763043478261,3735.764931818182,female,Morning_Light-on,1
scratching,0.0,0.0,0.0,0.0,female,Morning_Light-on,1
pausing,0.5195740521631772,1.0,155.0,0.0,female,Morning_Light-on,1
running,0.48351408200617374,7.0,25.285714285714285,11554.5,male,Morning_Light-on,1
trotting,3.0158166470893546,45.0,26.903388888888887,1828.474140909091,male,Morning_Light-on,1
left_turning,5.788510394186904,71.0,32.10890422535211,1163.4927214285717,male,Morning_Light-on,1
right_turning,3.2234272133744915,52.0,22.5362,1639.0570196078431,male,Morning_Light-on,1
walking,19.68749146338132,193.0,39.42562590673575,427.61788125,male,Morning_Light-on,1
stepping,5.408801595323299,56.0,38.58920535714286,1534.2422490909091,male,Morning_Light-on,1
sniffing,29.114650203512987,175.0,60.481381142857146,452.49042988505744,male,Morning_Light-on,1
rising,7.025978637965416,91.0,27.717205494505492,911.7765133333335,male,Morning_Light-on,1
hunching,2.4803999235118965,26.0,33.688530769230766,3205.0324160000005,male,Morning_Light-on,1
rearing,4.0347474526729865,41.0,36.63343658536585,2087.9033074999998,male,Morning_Light-on,1
climbing,15.147376184882672,100.0,55.760608999999995,842.9945444444444,male,Morning_Light-on,1
jumping,0.0,0.0,0.0,0.0,male,Morning_Light-on,1
grooming,4.160406479635043,21.0,73.60264285714287,4129.32329,male,Morning_Light-on,1
scratching,0.0,0.0,0.0,0.0,male,Morning_Light-on,1
pausing,0.4288797224574535,1.0,151.0,0.0,male,Morning_Light-on,1
running,2.0154815826682966,30.0,26.666153333333334,2612.6340172413798,female,Morning_Light-on,1
trotting,4.495889951350445,56.0,32.79690178571429,1440.5643927272727,female,Morning_Light-on,1
left_turning,6.554509070865387,68.0,43.86425588235294,1271.6957880597015,female,Morning_Light-on,1
right_turning,1.9987058738946006,39.0,21.15665384615385,2083.4070131578947,female,Morning_Light-on,1
walking,17.19989455268771,167.0,39.853038323353296,459.15592891566257,female,Morning_Light-on,1
stepping,3.285642389819541,32.0,38.571653125,2472.9209967741936,female,Morning_Light-on,1
sniffing,20.392072279339516,164.0,51.452597560975605,457.76256625766865,female,Morning_Light-on,1
rising,7.884583123636974,96.0,32.15983958333333,903.2055368421052,female,Morning_Light-on,1
hunching,2.940542095046373,34.0,35.96889411764706,2191.8990939393943,female,Morning_Light-on,1
rearing,7.172813765667314,64.0,45.7736609375,1109.170588888889,female,Morning_Light-on,1
climbing,15.141275433172765,114.0,53.42592192982456,732.8324256637167,female,Morning_Light-on,1
jumping,0.21329115440841662,2.0,43.5,18121.0,female,Morning_Light-on,1
grooming,10.705298727442663,38.0,117.79241578947368,1775.3806945945948,female,Morning_Light-on,1
scratching,0.0,0.0,0.0,0.0,female,Morning_Light-on,1
pausing,0.0,0.0,0.0,0.0,female,Morning_Light-on,1
running,0.6664944458796176,10.0,22.703359999999996,8525.9795,male,Night_Light-on,3
trotting,4.941875484370964,64.0,30.301665625,1383.5589015873015,male,Night_Light-on,3
left_turning,6.419529837251356,65.0,36.233373846153846,1294.1388375,male,Night_Light-on,3
right_turning,1.8419013174890209,33.0,21.793242424242425,2684.515203125,male,Night_Light-on,3
walking,14.285714285714285,149.0,38.02158187919463,560.5159317567568,male,Night_Light-on,3
stepping,2.5213123223973133,27.0,39.4744,3235.698442307692,male,Night_Light-on,3
sniffing,24.572461896150866,161.0,56.843236024844714,502.93476749999996,male,Night_Light-on,3
rising,9.777835184706793,107.0,34.93446168224299,795.9110330188679,male,Night_Light-on,3
hunching,2.7951433738052183,26.0,36.51612307692307,3138.4038600000003,male,Night_Light-on,3
rearing,9.194006716610694,64.0,54.34095,1339.6486095238092,male,Night_Light-on,3
climbing,5.458537845517954,43.0,48.05801627906977,1946.1392547619046,male,Night_Light-on,3
jumping,0.0,0.0,0.0,0.0,male,Night_Light-on,3
grooming,15.9571170240248,35.0,177.99533428571428,1594.7781205882352,male,Night_Light-on,3
scratching,0.0,0.0,0.0,0.0,male,Night_Light-on,3
pausing,1.568070266081116,3.0,201.66666666666666,35397.5,male,Night_Light-on,3
running,0.2160904255319149,5.0,18.4,6102.0,male,Night_Light-on,3
trotting,0.8144946808510639,18.0,21.45081111111111,4090.6763941176473,male,Night_Light-on,3
left_turning,5.053191489361701,57.0,41.09677719298246,1206.027125,male,Night_Light-on,3
right_turning,3.151120820668693,66.0,21.92459696969697,1088.3164753846152,male,Night_Light-on,3
walking,8.406155015197568,95.0,35.10692210526316,749.5174010638298,male,Night_Light-on,3
stepping,2.1822758358662613,27.0,33.48267037037037,2619.8862653846154,male,Night_Light-on,3
sniffing,24.544072948328267,142.0,76.19911549295773,446.8179843971632,male,Night_Light-on,3
rising,9.185030395136778,90.0,41.30780000000001,771.8213685393259,male,Night_Light-on,3
hunching,3.8540083586626137,27.0,59.86217407407407,2751.427776923077,male,Night_Light-on,3
rearing,5.917553191489362,37.0,66.25317567567566,1862.581008333333,male,Night_Light-on,3
climbing,6.525455927051673,56.0,49.336958928571434,1246.9756018181818,male,Night_Light-on,3
jumping,0.1614741641337386,2.0,38.5,2878.0,male,Night_Light-on,3
grooming,26.059080547112462,36.0,306.9234555555556,1762.4518857142857,male,Night_Light-on,3
scratching,0.0,0.0,0.0,0.0,male,Night_Light-on,3
pausing,3.929996200607903,8.0,207.0,9770.714285714286,male,Night_Light-on,3
running,0.4036615599771152,5.0,27.4,13050.5,female,Night_Light-on,3
trotting,1.7513190515542558,18.0,28.65462222222222,3482.900376470588,female,Night_Light-on,3
left_turning,6.172525586421715,52.0,35.016078846153846,1522.3182156862745,female,Night_Light-on,3
right_turning,2.294831860657301,24.0,27.129783333333336,2932.104882608696,female,Night_Light-on,3
walking,10.78443837009726,103.0,32.07542233009708,747.5069803921568,female,Night_Light-on,3
stepping,3.5757421651516115,32.0,36.940021875,2145.6285161290325,female,Night_Light-on,3
sniffing,32.33424448541097,187.0,52.803124598930474,374.1757516129032,female,Night_Light-on,3
rising,8.101837136863518,74.0,32.46410675675675,888.6265589041095,female,Night_Light-on,3
hunching,4.611912783675545,27.0,54.00254074074074,2851.3406153846154,female,Night_Light-on,3
rearing,4.707265908079588,30.0,47.13489666666667,2190.967775862069,female,Night_Light-on,3
climbing,8.626279321085754,53.0,49.82598490566038,1251.0034673076923,female,Night_Light-on,3
jumping,0.0,0.0,0.0,0.0,female,Night_Light-on,3
grooming,14.7193439705041,39.0,118.45689230769233,1895.9678631578947,female,Night_Light-on,3
scratching,0.0,0.0,0.0,0.0,female,Night_Light-on,3
pausing,1.9165978005212636,4.0,150.75,18199.0,female,Night_Light-on,3
