,location,points,density,statistic_type,video_index,ExperimentCondition,gender
51,center,11.13888888888889,0.9092970521541951,data_driven_location,38,Morning_Light-on,male
52,perimeter,41.68333333333333,3.9698412698412695,data_driven_location,38,Morning_Light-on,male
53,corner,47.17777777777778,20.9679012345679,data_driven_location,38,Morning_Light-on,male
54,center,13.527777777777777,1.1043083900226756,data_driven_location,39,Morning_Light-on,female
55,perimeter,54.449999999999996,5.185714285714286,data_driven_location,39,Morning_Light-on,female
56,corner,32.022222222222226,14.2320987654321,data_driven_location,39,Morning_Light-on,female
57,center,14.944444444444443,1.219954648526077,data_driven_location,43,Morning_Light-on,male
58,perimeter,49.40555555555556,4.705291005291006,data_driven_location,43,Morning_Light-on,male
59,corner,35.65,15.844444444444443,data_driven_location,43,Morning_Light-on,male
60,center,14.416666666666666,1.1768707482993197,data_driven_location,44,Morning_Light-on,male
61,perimeter,43.55,4.147619047619048,data_driven_location,44,Morning_Light-on,male
62,corner,42.03333333333333,18.68148148148148,data_driven_location,44,Morning_Light-on,male
63,center,9.805555555555557,0.8004535147392292,data_driven_location,45,Morning_Light-on,female
64,perimeter,41.74444444444445,3.975661375661376,data_driven_location,45,Morning_Light-on,female
65,corner,48.449999999999996,21.53333333333333,data_driven_location,45,Morning_Light-on,female
66,center,18.11111111111111,1.478458049886621,data_driven_location,49,Morning_Light-on,female
67,perimeter,43.455555555555556,4.138624338624338,data_driven_location,49,Morning_Light-on,female
68,corner,38.43333333333334,17.081481481481482,data_driven_location,49,Morning_Light-on,female
69,center,27.73333333333333,2.2639455782312923,data_driven_location,50,Morning_Light-on,male
70,perimeter,36.30555555555556,3.4576719576719577,data_driven_location,50,Morning_Light-on,male
71,corner,35.96111111111111,15.982716049382715,data_driven_location,50,Morning_Light-on,male
72,center,13.527777777777777,1.1043083900226756,data_driven_location,53,Morning_Light-on,male
73,perimeter,49.31666666666666,4.696825396825397,data_driven_location,53,Morning_Light-on,male
74,corner,37.15555555555555,16.513580246913577,data_driven_location,53,Morning_Light-on,male
75,center,11.222222222222221,0.9160997732426304,data_driven_location,62,Morning_Light-on,female
76,perimeter,42.827777777777776,4.078835978835979,data_driven_location,62,Morning_Light-on,female
77,corner,45.95,20.42222222222222,data_driven_location,62,Morning_Light-on,female
78,center,18.21666666666667,1.487074829931973,data_driven_location,57,Morning_Light-on,female
79,perimeter,42.922222222222224,4.087830687830688,data_driven_location,57,Morning_Light-on,female
80,corner,38.861111111111114,17.271604938271608,data_driven_location,57,Morning_Light-on,female
81,center,29.56666666666667,2.4136054421768707,data_driven_location,58,Morning_Light-on,male
82,perimeter,40.06666666666667,3.8158730158730165,data_driven_location,58,Morning_Light-on,male
