,group,group_id,gender,sniffing_fra,grooming_fra,sniffing_fre,grooming_fre,SG_fra_index,SG_fre_index,color
52,Morning_Light-on,1,female,16.666666666666664,5.0557880055788,430.0,62.0,3.296551724137931,6.935483870967742,#F5B25E
53,Morning_Light-on,1,male,33.23018675597947,17.579817248534713,455.0,59.0,1.8902464278318492,7.711864406779661,#F5B25E
54,Night_Light-on,3,female,44.52188458321717,0.001,248.0,65.0,44521.88458321717,3.8153846153846156,#398FCB
55,Night_Light-on,3,male,8.345294238261227,3.075661267172442,243.0,69.0,2.7133333333333334,3.5217391304347827,#398FCB
56,Morning_Light-on,1,female,21.38635142396561,1.0388679921189323,515.0,41.0,20.586206896551726,12.560975609756097,#F5B25E
57,Morning_Light-on,1,male,34.44936358605423,0.48422800221361373,452.0,51.0,71.14285714285714,8.862745098039216,#F5B25E
58,Night_Light-on,3,female,32.423529411764704,1.1450980392156862,416.0,98.0,28.315068493150687,4.244897959183674,#398FCB
59,Night_Light-on,3,male,34.06577201002802,1.1797669960182864,249.0,92.0,28.875,2.7065217391304346,#398FCB
60,Afternoon_Light-on,0,male,28.60048303038007,12.643532053726537,509.0,66.0,2.262064343163539,7.712121212121212,#936736
61,Afternoon_Light-on,0,female,24.701509348952467,0.001,480.0,76.0,24701.509348952466,6.315789473684211,#936736
62,Afternoon_Light-on,0,female,18.590500408682225,6.193806193806194,410.0,86.0,3.0014662756598236,4.767441860465116,#936736
63,Night_Light-off,2,male,18.548180091380463,11.97700087273474,544.0,144.0,1.5486498071153023,3.7777777777777777,#003960
64,Night_Light-off,2,male,24.52747732983721,4.446629520375833,450.0,136.0,5.515970515970516,3.3088235294117645,#003960
65,Night_Light-off,2,female,11.252260397830018,7.111211573236889,501.0,109.0,1.582326764144946,4.5963302752293576,#003960
66,Afternoon_Light-on,0,female,16.44075207695671,0.001,580.0,50.0,16440.75207695671,11.6,#936736
67,Afternoon_Light-on,0,male,22.319268220714076,12.912363529064622,452.0,84.0,1.7285191956124313,5.380952380952381,#936736
68,Afternoon_Light-on,0,male,28.816746051642017,2.0932564552519426,371.0,58.0,13.766467065868266,6.396551724137931,#936736
69,Night_Light-off,2,female,12.816150618124079,25.910173528411022,495.0,147.0,0.49463777631866934,3.36734693877551,#003960
70,Night_Light-off,2,female,20.778405524168235,3.0042148686216485,522.0,87.0,6.91641791044776,6.0,#003960
71,Night_Light-off,2,male,25.642423829323153,2.7435076000272645,506.0,69.0,9.346583850931678,7.333333333333333,#003960
72,Afternoon_Light-on,0,male,18.46749402254355,12.381874074917453,445.0,91.0,1.4914942528735635,4.8901098901098905,#936736
73,Afternoon_Light-on,0,male,21.045524691358025,2.2665895061728394,453.0,94.0,9.285106382978725,4.819148936170213,#936736
74,Afternoon_Light-on,0,female,12.889631621012859,2.107098743006612,428.0,97.0,6.117241379310344,4.412371134020619,#936736
75,Night_Light-off,2,female,16.296778392450374,5.597136348844777,473.0,87.0,2.911627906976744,5.436781609195402,#003960
76,Night_Light-off,2,female,18.185277807980864,6.126997934108949,638.0,102.0,2.9680567879325643,6.254901960784314,#003960
77,Night_Light-off,2,male,14.019115389981863,26.165062090135343,439.0,157.0,0.5357952273030263,2.7961783439490446,#003960
78,Afternoon_Light-on,0,female,13.090002931691586,0.9381413075344474,505.0,92.0,13.953125,5.489130434782608,#936736
79,Afternoon_Light-on,0,male,10.060111148916866,5.047068163774526,371.0,58.0,1.9932584269662925,6.396551724137931,#936736
80,Afternoon_Light-on,0,male,18.103343465045594,2.1033434650455924,429.0,107.0,8.606936416184972,4.009345794392523,#936736
81,Night_Light-off,2,female,19.094831543192875,3.2314330303864867,554.0,185.0,5.909090909090909,2.9945945945945946,#003960
82,Night_Light-off,2,male,22.60086848992034,22.22126362407615,514.0,127.0,1.0170829558690306,4.047244094488189,#003960
83,Night_Light-off,2,female,19.717050166680217,11.952191235059761,505.0,148.0,1.6496598639455782,3.4121621621621623,#003960
84,Afternoon_Light-on,0,female,10.219298245614034,0.17543859649122806,405.0,77.0,58.25,5.259740259740259,#936736
85,Afternoon_Light-on,0,female,26.923076923076923,7.1228771228771235,435.0,104.0,3.7798036465638147,4.1826923076923075,#936736
86,Afternoon_Light-on,0,female,13.676226593979615,3.776566326933713,366.0,99.0,3.621338912133891,3.696969696969697,#936736
87,Night_Light-off,2,male,21.835839598997495,20.384294068504595,491.0,214.0,1.0712090163934427,2.294392523364486,#003960
88,Night_Light-off,2,male,17.6217575436739,7.226045526733721,599.0,113.0,2.438644688644689,5.300884955752212,#003960
89,Night_Light-off,2,male,17.91537583564324,13.82276210663623,418.0,111.0,1.2960778531406663,3.765765765765766,#003960
90,Afternoon_Light-on,0,male,36.79928094990302,5.250957945030512,446.0,57.0,7.008108108108108,7.824561403508772,#936736
91,Afternoon_Light-on,0,female,11.178409192126125,4.346664291440279,402.0,102.0,2.5717213114754096,3.9411764705882355,#936736
92,Afternoon_Light-on,0,male,10.036938475592803,0.45676609604003654,352.0,52.0,21.973913043478262,6.769230769230769,#936736
93,Night_Light-off,2,female,10.583462593962533,7.982341009426083,392.0,184.0,1.325859491778774,2.130434782608696,#003960
94,Night_Light-off,2,male,20.158002038735983,6.248725790010194,623.0,160.0,3.225938009787928,3.89375,#003960
95,Night_Light-off,2,female,15.355833842394626,12.721441661576055,486.0,168.0,1.2070828331332533,2.892857142857143,#003960
96,Night_Light-off,2,male,22.62223544579986,8.13250024794208,492.0,181.0,2.7817073170731708,2.718232044198895,#003960
97,Night_Light-off,2,male,20.89927351266444,21.712153936775966,496.0,133.0,0.962561041779707,3.7293233082706765,#003960
98,Night_Light-off,2,female,21.369649805447473,4.326848249027238,639.0,70.0,4.938848920863309,9.128571428571428,#003960
99,Afternoon_Light-on,0,female,26.79688169279534,15.313115737171252,463.0,68.0,1.7499300699300697,6.8088235294117645,#936736
100,Afternoon_Light-on,0,male,29.14163852852319,24.720099520170606,405.0,79.0,1.1788641265276778,5.1265822784810124,#936736
101,Afternoon_Light-on,0,female,19.5949833160741,3.5554021401449774,386.0,118.0,5.511326860841424,3.2711864406779663,#936736
102,Night_Light-off,2,male,26.285421207847158,15.168611360430825,478.0,180.0,1.7328825021132712,2.6555555555555554,#003960
103,Night_Light-off,2,female,12.094943240454075,8.323013415892673,472.0,170.0,1.453192808431494,2.776470588235294,#003960
104,Night_Light-off,2,male,21.521911775323083,14.020648328640531,486.0,149.0,1.5350154479917613,3.261744966442953,#003960
105,Afternoon_Light-on,0,female,16.242249778565103,0.5868024800708592,504.0,96.0,27.67924528301887,5.25,#936736
106,Afternoon_Light-on,0,female,30.157101981320523,4.9344058737785454,475.0,94.0,6.111597374179432,5.053191489361702,#936736
